id,komentar,label
1974,UKM kampus mengadakan lomba,netral
1975,Kegiatan dimulai pukul 08.00,netral
1976,HIMA mengadakan diskusi,netral
1977,Acara selesai sore hari,netral
1978,BEM mengadakan rapat rutin,netral
1979,UKM membuka pendaftaran,netral
1980,Kegiatan BEM berlangsung hari ini,netral
1981,Kegiatan dimulai pukul 08.00,netral
1982,ORMAWA mengadakan acara kampus,netral
1983,UKM kampus mengadakan lomba,netral
1984,Acara berlangsung di aula kampus,netral
1985,Acara berlangsung di aula kampus,netral
1986,Acara berlangsung di aula kampus,netral
1987,ORMAWA mengadakan acara kampus,netral
1988,Acara berlangsung di aula kampus,netral
1989,BEM mengadakan rapat rutin,netral
1990,HIMA mengadakan diskusi,netral
1991,Kegiatan dimulai pukul 08.00,netral
1992,BEM mengadakan rapat rutin,netral
1993,HIMA mengadakan seminar,netral
1994,Kegiatan BEM berlangsung hari ini,netral
1995,UKM kampus mengadakan lomba,netral
1996,UKM membuka pendaftaran,netral
1997,Acara berlangsung di aula kampus,netral
1998,Kegiatan dimulai pukul 08.00,netral
1999,Kegiatan dimulai pukul 08.00,netral
2000,Acara selesai sore hari,netral
2001,Kegiatan tidak sesuai harapan,negatif
2002,Panitia kurang profesional,negatif
2003,Kegiatan BEM kurang terorganisir,negatif
2004,Panitia kurang profesional,negatif
2005,Acara kampus berantakan,negatif
2006,Kegiatan tidak sesuai harapan,negatif
2007,ORMAWA tidak maksimal,negatif
2008,Acara ORMAWA membosankan,negatif
2009,Panitia kurang profesional,negatif
2010,Acara ORMAWA membosankan,negatif
2011,Acara kampus berantakan,negatif
2012,ORMAWA tidak maksimal,negatif
2013,Kegiatan tidak sesuai harapan,negatif
2014,Acara kampus berantakan,negatif
2015,Kegiatan tidak sesuai harapan,negatif
2016,HIMA kurang responsif,negatif
2017,UKM kampus tidak aktif,negatif
2018,UKM kampus tidak aktif,negatif
2019,ORMAWA tidak maksimal,negatif
2020,Acara ORMAWA membosankan,negatif
2021,Kegiatan BEM kurang terorganisir,negatif
2022,ORMAWA tidak maksimal,negatif
2023,Kegiatan tidak sesuai harapan,negatif
2024,UKM kampus tidak aktif,negatif
2025,HIMA kurang responsif,negatif
2026,Acara kampus berantakan,negatif
2027,Panitia kurang profesional,negatif
2028,Program kerja BEM kurang bagus,negatif
2029,HIMA kurang responsif,negatif
2030,ORMAWA tidak maksimal,negatif
2031,HIMA kurang responsif,negatif
2032,Panitia kurang profesional,negatif
2033,Kegiatan tidak sesuai harapan,negatif
2034,Saya kecewa dengan kegiatan ini,negatif
2035,Program kerja BEM kurang bagus,negatif
2036,Panitia kurang profesional,negatif
2037,UKM kampus tidak aktif,negatif
2038,UKM kampus tidak aktif,negatif
2039,ORMAWA tidak maksimal,negatif
2040,ORMAWA tidak maksimal,negatif
2041,UKM kampus tidak aktif,negatif
2042,Program kerja BEM kurang bagus,negatif
2043,Acara ORMAWA membosankan,negatif
2044,Kegiatan BEM kurang terorganisir,negatif
2045,Saya kecewa dengan kegiatan ini,negatif
2046,Saya kecewa dengan kegiatan ini,negatif
2047,HIMA kurang responsif,negatif
2048,Program kerja BEM kurang bagus,negatif
2049,Acara kampus berantakan,negatif
2050,Acara ORMAWA membosankan,negatif
2051,Acara kampus berantakan,negatif
2052,Panitia kurang profesional,negatif
2053,Acara ORMAWA membosankan,negatif
2054,Program kerja BEM kurang bagus,negatif
2055,HIMA kurang responsif,negatif
2056,Panitia kurang profesional,negatif
2057,ORMAWA tidak maksimal,negatif
2058,Panitia kurang profesional,negatif
2059,Panitia kurang profesional,negatif
2060,Acara ORMAWA membosankan,negatif
2061,Kegiatan BEM kurang terorganisir,negatif
2062,Kegiatan BEM kurang terorganisir,negatif
2063,Saya kecewa dengan kegiatan ini,negatif
2064,Acara ORMAWA membosankan,negatif
2065,ORMAWA tidak maksimal,negatif
2066,HIMA kurang responsif,negatif
2067,Saya kecewa dengan kegiatan ini,negatif
2068,Acara kampus berantakan,negatif
2069,HIMA kurang responsif,negatif
2070,HIMA kurang responsif,negatif
2071,Kegiatan tidak sesuai harapan,negatif
2072,Acara kampus berantakan,negatif
2073,Kegiatan BEM kurang terorganisir,negatif
2074,Kegiatan tidak sesuai harapan,negatif
2075,Program kerja BEM kurang bagus,negatif
2076,ORMAWA tidak maksimal,negatif
2077,Panitia kurang profesional,negatif
2078,Kegiatan tidak sesuai harapan,negatif
2079,Kegiatan BEM kurang terorganisir,negatif
2080,Panitia kurang profesional,negatif
2081,UKM kampus tidak aktif,negatif
2082,Kegiatan tidak sesuai harapan,negatif
2083,UKM kampus tidak aktif,negatif
2084,UKM kampus tidak aktif,negatif
2085,Acara kampus berantakan,negatif
2086,Saya kecewa dengan kegiatan ini,negatif
2087,Saya kecewa dengan kegiatan ini,negatif
2088,ORMAWA tidak maksimal,negatif
2089,HIMA kurang responsif,negatif
2090,Acara ORMAWA membosankan,negatif
2091,Saya kecewa dengan kegiatan ini,negatif
2092,Kegiatan tidak sesuai harapan,negatif
2093,ORMAWA tidak maksimal,negatif
2094,Acara kampus berantakan,negatif
2095,Acara kampus berantakan,negatif
2096,Panitia kurang profesional,negatif
2097,UKM kampus tidak aktif,negatif
2098,Program kerja BEM kurang bagus,negatif
2099,ORMAWA tidak maksimal,negatif
2100,ORMAWA tidak maksimal,negatif
2101,HIMA kurang responsif,negatif
2102,Panitia kurang profesional,negatif
2103,Kegiatan tidak sesuai harapan,negatif
2104,ORMAWA tidak maksimal,negatif
2105,UKM kampus tidak aktif,negatif
2106,Acara ORMAWA membosankan,negatif
2107,Kegiatan tidak sesuai harapan,negatif
2108,Kegiatan BEM kurang terorganisir,negatif
2109,Acara ORMAWA membosankan,negatif
2110,HIMA kurang responsif,negatif
2111,Acara ORMAWA membosankan,negatif
2112,Acara kampus berantakan,negatif
2113,Kegiatan tidak sesuai harapan,negatif
2114,Panitia kurang profesional,negatif
2115,Kegiatan tidak sesuai harapan,negatif
2116,Kegiatan tidak sesuai harapan,negatif
2117,Program kerja BEM kurang bagus,negatif
2118,HIMA kurang responsif,negatif
2119,Acara ORMAWA membosankan,negatif
2120,Saya kecewa dengan kegiatan ini,negatif
2121,Kegiatan tidak sesuai harapan,negatif
2122,Kegiatan BEM kurang terorganisir,negatif
2123,ORMAWA tidak maksimal,negatif
2124,Acara ORMAWA membosankan,negatif
2125,ORMAWA tidak maksimal,negatif
2126,Kegiatan tidak sesuai harapan,negatif
2127,Kegiatan tidak sesuai harapan,negatif
2128,ORMAWA tidak maksimal,negatif
2129,ORMAWA tidak maksimal,negatif
2130,Kegiatan BEM kurang terorganisir,negatif
2131,Kegiatan BEM kurang terorganisir,negatif
2132,Kegiatan BEM kurang terorganisir,negatif
2133,Program kerja BEM kurang bagus,negatif
2134,Kegiatan tidak sesuai harapan,negatif
2135,Panitia kurang profesional,negatif
2136,Acara kampus berantakan,negatif
2137,Program kerja BEM kurang bagus,negatif
2138,Acara kampus berantakan,negatif
2139,Panitia kurang profesional,negatif
2140,Kegiatan BEM kurang terorganisir,negatif
2141,Panitia kurang profesional,negatif
2142,Kegiatan tidak sesuai harapan,negatif
2143,ORMAWA tidak maksimal,negatif
2144,ORMAWA tidak maksimal,negatif
2145,HIMA kurang responsif,negatif
2146,Saya kecewa dengan kegiatan ini,negatif
2147,UKM kampus tidak aktif,negatif
2148,HIMA kurang responsif,negatif
2149,Acara kampus berantakan,negatif
2150,Kegiatan BEM kurang terorganisir,negatif
2151,Program kerja BEM kurang bagus,negatif
2152,Saya kecewa dengan kegiatan ini,negatif
2153,Kegiatan tidak sesuai harapan,negatif
2154,HIMA kurang responsif,negatif
2155,Panitia kurang profesional,negatif
2156,Acara ORMAWA membosankan,negatif
2157,UKM kampus tidak aktif,negatif
2158,Saya kecewa dengan kegiatan ini,negatif
2159,Acara kampus berantakan,negatif
2160,Acara kampus berantakan,negatif
2161,HIMA kurang responsif,negatif
2162,Panitia kurang profesional,negatif
2163,HIMA kurang responsif,negatif
2164,ORMAWA tidak maksimal,negatif
2165,Acara kampus berantakan,negatif
2166,Saya kecewa dengan kegiatan ini,negatif
2167,Kegiatan BEM kurang terorganisir,negatif
2168,Program kerja BEM kurang bagus,negatif
2169,Kegiatan BEM kurang terorganisir,negatif
2170,ORMAWA tidak maksimal,negatif
2171,Program kerja BEM kurang bagus,negatif
2172,Kegiatan BEM kurang terorganisir,negatif
2173,HIMA kurang responsif,negatif
2174,ORMAWA tidak maksimal,negatif
2175,Program kerja BEM kurang bagus,negatif
2176,HIMA kurang responsif,negatif
2177,Panitia kurang profesional,negatif
2178,HIMA kurang responsif,negatif
2179,HIMA kurang responsif,negatif
2180,Panitia kurang profesional,negatif
2181,Kegiatan BEM kurang terorganisir,negatif
2182,Saya kecewa dengan kegiatan ini,negatif
2183,HIMA kurang responsif,negatif
2184,Program kerja BEM kurang bagus,negatif
2185,Kegiatan tidak sesuai harapan,negatif
2186,HIMA kurang responsif,negatif
2187,Acara ORMAWA membosankan,negatif
2188,Panitia kurang profesional,negatif
2189,Kegiatan BEM kurang terorganisir,negatif
2190,Kegiatan tidak sesuai harapan,negatif
2191,HIMA kurang responsif,negatif
2192,Acara ORMAWA membosankan,negatif
2193,Saya kecewa dengan kegiatan ini,negatif
2194,Program kerja BEM kurang bagus,negatif
2195,Acara kampus berantakan,negatif
2196,Kegiatan tidak sesuai harapan,negatif
2197,UKM kampus tidak aktif,negatif
2198,Saya kecewa dengan kegiatan ini,negatif
2199,Acara ORMAWA membosankan,negatif
2200,Acara ORMAWA membosankan,negatif
2201,Kegiatan tidak sesuai harapan,negatif
2202,UKM kampus tidak aktif,negatif
2203,Acara kampus berantakan,negatif
2204,HIMA kurang responsif,negatif
2205,HIMA kurang responsif,negatif
2206,Panitia kurang profesional,negatif
2207,UKM kampus tidak aktif,negatif
2208,Program kerja BEM kurang bagus,negatif
2209,Saya kecewa dengan kegiatan ini,negatif
2210,Kegiatan tidak sesuai harapan,negatif
2211,HIMA kurang responsif,negatif
2212,UKM kampus tidak aktif,negatif
2213,Kegiatan BEM kurang terorganisir,negatif
2214,Acara kampus berantakan,negatif
2215,Kegiatan tidak sesuai harapan,negatif
2216,Acara kampus berantakan,negatif
2217,ORMAWA tidak maksimal,negatif
2218,HIMA kurang responsif,negatif
2219,ORMAWA tidak maksimal,negatif
2220,UKM kampus tidak aktif,negatif
2221,UKM kampus tidak aktif,negatif
2222,Kegiatan tidak sesuai harapan,negatif
2223,Saya kecewa dengan kegiatan ini,negatif
2224,Acara kampus berantakan,negatif
2225,ORMAWA tidak maksimal,negatif
2226,Saya kecewa dengan kegiatan ini,negatif
2227,Saya kecewa dengan kegiatan ini,negatif
2228,Kegiatan tidak sesuai harapan,negatif
2229,Program kerja BEM kurang bagus,negatif
2230,Kegiatan tidak sesuai harapan,negatif
2231,Panitia kurang profesional,negatif
2232,HIMA kurang responsif,negatif
2233,Program kerja BEM kurang bagus,negatif
2234,Panitia kurang profesional,negatif
2235,UKM kampus tidak aktif,negatif
2236,Panitia kurang profesional,negatif
2237,Program kerja BEM kurang bagus,negatif
2238,Program kerja BEM kurang bagus,negatif
2239,Saya kecewa dengan kegiatan ini,negatif
2240,ORMAWA tidak maksimal,negatif
2241,Kegiatan BEM kurang terorganisir,negatif
2242,Kegiatan BEM kurang terorganisir,negatif
2243,Program kerja BEM kurang bagus,negatif
2244,Acara kampus berantakan,negatif
2245,ORMAWA tidak maksimal,negatif
2246,UKM kampus tidak aktif,negatif
2247,Program kerja BEM kurang bagus,negatif
2248,Acara ORMAWA membosankan,negatif
2249,UKM kampus tidak aktif,negatif
2250,Acara ORMAWA membosankan,negatif
2251,Acara kampus berantakan,negatif
2252,Acara kampus berantakan,negatif
2253,Kegiatan BEM kurang terorganisir,negatif
2254,Acara kampus berantakan,negatif
2255,HIMA kurang responsif,negatif
2256,Acara ORMAWA membosankan,negatif
2257,Kegiatan tidak sesuai harapan,negatif
2258,Acara kampus berantakan,negatif
2259,UKM kampus tidak aktif,negatif
2260,Panitia kurang profesional,negatif
2261,Program kerja BEM kurang bagus,negatif
2262,ORMAWA tidak maksimal,negatif
2263,Acara kampus berantakan,negatif
2264,Panitia kurang profesional,negatif
2265,UKM kampus tidak aktif,negatif
2266,HIMA kurang responsif,negatif
2267,Kegiatan BEM kurang terorganisir,negatif
2268,Program kerja BEM kurang bagus,negatif
2269,Acara kampus berantakan,negatif
2270,Program kerja BEM kurang bagus,negatif
2271,Panitia kurang profesional,negatif
2272,ORMAWA tidak maksimal,negatif
2273,Kegiatan tidak sesuai harapan,negatif
2274,Saya kecewa dengan kegiatan ini,negatif
2275,Kegiatan tidak sesuai harapan,negatif
2276,HIMA kurang responsif,negatif
2277,Kegiatan BEM kurang terorganisir,negatif
2278,Acara ORMAWA membosankan,negatif
2279,Acara kampus berantakan,negatif
2280,Kegiatan tidak sesuai harapan,negatif
2281,ORMAWA tidak maksimal,negatif
2282,Acara ORMAWA membosankan,negatif
2283,Acara kampus berantakan,negatif
2284,Kegiatan tidak sesuai harapan,negatif
2285,Saya kecewa dengan kegiatan ini,negatif
2286,Kegiatan tidak sesuai harapan,negatif
2287,ORMAWA tidak maksimal,negatif
2288,Acara kampus berantakan,negatif
2289,Kegiatan BEM kurang terorganisir,negatif
2290,UKM kampus tidak aktif,negatif
2291,UKM kampus tidak aktif,negatif
2292,Panitia kurang profesional,negatif
2293,Kegiatan tidak sesuai harapan,negatif
2294,Acara ORMAWA membosankan,negatif
2295,Acara kampus berantakan,negatif
2296,Acara kampus berantakan,negatif
2297,Acara kampus berantakan,negatif
2298,Saya kecewa dengan kegiatan ini,negatif
2299,Saya kecewa dengan kegiatan ini,negatif
2300,HIMA kurang responsif,negatif
2301,HIMA kurang responsif,negatif
2302,HIMA kurang responsif,negatif
2303,Kegiatan tidak sesuai harapan,negatif
2304,ORMAWA tidak maksimal,negatif
2305,Acara kampus berantakan,negatif
2306,HIMA kurang responsif,negatif
2307,Kegiatan BEM kurang terorganisir,negatif
2308,UKM kampus tidak aktif,negatif
2309,UKM kampus tidak aktif,negatif
2310,UKM kampus tidak aktif,negatif
2311,ORMAWA tidak maksimal,negatif
2312,UKM kampus tidak aktif,negatif
2313,Acara kampus berantakan,negatif
2314,Saya kecewa dengan kegiatan ini,negatif
2315,HIMA kurang responsif,negatif
2316,Saya kecewa dengan kegiatan ini,negatif
2317,UKM kampus tidak aktif,negatif
2318,Acara kampus berantakan,negatif
2319,Panitia kurang profesional,negatif
2320,Acara ORMAWA membosankan,negatif
2321,HIMA kurang responsif,negatif
2322,ORMAWA tidak maksimal,negatif
2323,Kegiatan BEM kurang terorganisir,negatif
2324,Panitia kurang profesional,negatif
2325,HIMA kurang responsif,negatif
2326,Program kerja BEM kurang bagus,negatif
2327,Program kerja BEM kurang bagus,negatif
2328,UKM kampus tidak aktif,negatif
2329,Kegiatan BEM kurang terorganisir,negatif
2330,UKM kampus tidak aktif,negatif
2331,ORMAWA tidak maksimal,negatif
2332,Kegiatan BEM kurang terorganisir,negatif
2333,Program kerja BEM kurang bagus,negatif
2334,Program kerja BEM kurang bagus,negatif
2335,HIMA kurang responsif,negatif
2336,Acara ORMAWA membosankan,negatif
2337,Acara ORMAWA membosankan,negatif
2338,ORMAWA tidak maksimal,negatif
2339,UKM kampus tidak aktif,negatif
2340,ORMAWA tidak maksimal,negatif
2341,Saya kecewa dengan kegiatan ini,negatif
2342,Acara kampus berantakan,negatif
2343,Acara kampus berantakan,negatif
2344,ORMAWA tidak maksimal,negatif
2345,Acara kampus berantakan,negatif
2346,Program kerja BEM kurang bagus,negatif
2347,Panitia kurang profesional,negatif
2348,Kegiatan tidak sesuai harapan,negatif
2349,Kegiatan tidak sesuai harapan,negatif
2350,Saya kecewa dengan kegiatan ini,negatif
2351,UKM kampus tidak aktif,negatif
2352,Kegiatan tidak sesuai harapan,negatif
2353,HIMA kurang responsif,negatif
2354,Panitia kurang profesional,negatif
2355,ORMAWA tidak maksimal,negatif
2356,Acara ORMAWA membosankan,negatif
2357,Saya kecewa dengan kegiatan ini,negatif
2358,Panitia kurang profesional,negatif
2359,UKM kampus tidak aktif,negatif
2360,Panitia kurang profesional,negatif
2361,ORMAWA tidak maksimal,negatif
2362,Acara ORMAWA membosankan,negatif
2363,Saya kecewa dengan kegiatan ini,negatif
2364,Saya kecewa dengan kegiatan ini,negatif
2365,Acara kampus berantakan,negatif
2366,Acara kampus berantakan,negatif
2367,UKM kampus tidak aktif,negatif
2368,Kegiatan BEM kurang terorganisir,negatif
2369,Kegiatan BEM kurang terorganisir,negatif
2370,Acara ORMAWA membosankan,negatif
2371,Acara ORMAWA membosankan,negatif
2372,Kegiatan BEM kurang terorganisir,negatif
2373,Kegiatan BEM kurang terorganisir,negatif
2374,Saya kecewa dengan kegiatan ini,negatif
2375,Kegiatan BEM kurang terorganisir,negatif
2376,ORMAWA tidak maksimal,negatif
2377,ORMAWA tidak maksimal,negatif
2378,Program kerja BEM kurang bagus,negatif
2379,Kegiatan tidak sesuai harapan,negatif
2380,Kegiatan BEM kurang terorganisir,negatif
2381,ORMAWA tidak maksimal,negatif
2382,UKM kampus tidak aktif,negatif
2383,HIMA kurang responsif,negatif
2384,Acara ORMAWA membosankan,negatif
2385,Acara kampus berantakan,negatif
2386,Acara kampus berantakan,negatif
2387,Acara ORMAWA membosankan,negatif
2388,Saya kecewa dengan kegiatan ini,negatif
2389,Kegiatan BEM kurang terorganisir,negatif
2390,HIMA kurang responsif,negatif
2391,Kegiatan tidak sesuai harapan,negatif
2392,Kegiatan tidak sesuai harapan,negatif
2393,UKM kampus tidak aktif,negatif
2394,Kegiatan tidak sesuai harapan,negatif
2395,Kegiatan BEM kurang terorganisir,negatif
2396,Program kerja BEM kurang bagus,negatif
2397,Program kerja BEM kurang bagus,negatif
2398,UKM kampus tidak aktif,negatif
2399,Acara kampus berantakan,negatif
2400,Saya kecewa dengan kegiatan ini,negatif
2401,Acara ORMAWA membosankan,negatif
2402,Acara kampus berantakan,negatif
2403,Kegiatan tidak sesuai harapan,negatif
2404,Kegiatan BEM kurang terorganisir,negatif
2405,ORMAWA tidak maksimal,negatif
2406,Acara kampus berantakan,negatif
2407,ORMAWA tidak maksimal,negatif
2408,Program kerja BEM kurang bagus,negatif
2409,Saya kecewa dengan kegiatan ini,negatif
2410,Acara kampus berantakan,negatif
2411,Panitia kurang profesional,negatif
2412,Acara kampus berantakan,negatif
2413,ORMAWA tidak maksimal,negatif
2414,Panitia kurang profesional,negatif
2415,Acara ORMAWA membosankan,negatif
2416,Kegiatan tidak sesuai harapan,negatif
2417,UKM kampus tidak aktif,negatif
2418,ORMAWA tidak maksimal,negatif
2419,Acara ORMAWA membosankan,negatif
2420,Acara ORMAWA membosankan,negatif
2421,Program kerja BEM kurang bagus,negatif
2422,Program kerja BEM kurang bagus,negatif
2423,ORMAWA tidak maksimal,negatif
2424,ORMAWA tidak maksimal,negatif
2425,Acara kampus berantakan,negatif
2426,Kegiatan BEM kurang terorganisir,negatif
2427,Kegiatan BEM kurang terorganisir,negatif
2428,Program kerja BEM kurang bagus,negatif
2429,HIMA kurang responsif,negatif
2430,Kegiatan tidak sesuai harapan,negatif
2431,Kegiatan tidak sesuai harapan,negatif
2432,Acara ORMAWA membosankan,negatif
2433,UKM kampus tidak aktif,negatif
2434,Panitia kurang profesional,negatif
2435,Acara kampus berantakan,negatif
2436,Kegiatan BEM kurang terorganisir,negatif
2437,Kegiatan tidak sesuai harapan,negatif
2438,Panitia kurang profesional,negatif
2439,Program kerja BEM kurang bagus,negatif
2440,Acara ORMAWA membosankan,negatif
2441,Kegiatan tidak sesuai harapan,negatif
2442,Acara kampus berantakan,negatif
2443,Saya kecewa dengan kegiatan ini,negatif
2444,ORMAWA tidak maksimal,negatif
2445,Program kerja BEM kurang bagus,negatif
2446,Saya kecewa dengan kegiatan ini,negatif
2447,Saya kecewa dengan kegiatan ini,negatif
2448,Panitia kurang profesional,negatif
2449,Kegiatan BEM kurang terorganisir,negatif
2450,Kegiatan BEM kurang terorganisir,negatif
2451,Acara ORMAWA membosankan,negatif
2452,HIMA kurang responsif,negatif
2453,UKM kampus tidak aktif,negatif
2454,Kegiatan BEM kurang terorganisir,negatif
2455,Kegiatan BEM kurang terorganisir,negatif
2456,ORMAWA tidak maksimal,negatif
2457,Acara ORMAWA membosankan,negatif
2458,Acara kampus berantakan,negatif
2459,Panitia kurang profesional,negatif
2460,Saya kecewa dengan kegiatan ini,negatif
2461,Program kerja BEM kurang bagus,negatif
2462,Program kerja BEM kurang bagus,negatif
2463,HIMA kurang responsif,negatif
2464,HIMA kurang responsif,negatif
2465,ORMAWA tidak maksimal,negatif
2466,Kegiatan tidak sesuai harapan,negatif
2467,ORMAWA tidak maksimal,negatif
2468,Kegiatan tidak sesuai harapan,negatif
2469,Acara kampus berantakan,negatif
2470,Saya kecewa dengan kegiatan ini,negatif
2471,Saya kecewa dengan kegiatan ini,negatif
2472,Acara kampus berantakan,negatif
2473,Saya kecewa dengan kegiatan ini,negatif
2474,Acara ORMAWA membosankan,negatif
2475,Acara kampus berantakan,negatif
2476,UKM kampus tidak aktif,negatif
2477,Saya kecewa dengan kegiatan ini,negatif
2478,ORMAWA tidak maksimal,negatif
2479,HIMA kurang responsif,negatif
2480,ORMAWA tidak maksimal,negatif
2481,Saya kecewa dengan kegiatan ini,negatif
2482,ORMAWA tidak maksimal,negatif
2483,Kegiatan tidak sesuai harapan,negatif
2484,ORMAWA tidak maksimal,negatif
2485,HIMA kurang responsif,negatif
2486,HIMA kurang responsif,negatif
2487,Acara kampus berantakan,negatif
2488,ORMAWA tidak maksimal,negatif
2489,Panitia kurang profesional,negatif
2490,Panitia kurang profesional,negatif
2491,Panitia kurang profesional,negatif
2492,Saya kecewa dengan kegiatan ini,negatif
2493,Kegiatan tidak sesuai harapan,negatif
2494,HIMA kurang responsif,negatif
2495,Kegiatan tidak sesuai harapan,negatif
2496,UKM kampus tidak aktif,negatif
2497,Acara kampus berantakan,negatif
2498,UKM kampus tidak aktif,negatif
2499,ORMAWA tidak maksimal,negatif
2500,Saya kecewa dengan kegiatan ini,negatif
2501,ORMAWA tidak maksimal,negatif
2502,Panitia kurang profesional,negatif
2503,Saya kecewa dengan kegiatan ini,negatif
2504,UKM kampus tidak aktif,negatif
2505,Saya kecewa dengan kegiatan ini,negatif
2506,UKM kampus tidak aktif,negatif
2507,Kegiatan tidak sesuai harapan,negatif
2508,Acara ORMAWA membosankan,negatif
2509,ORMAWA tidak maksimal,negatif
2510,Kegiatan tidak sesuai harapan,negatif
2511,Saya kecewa dengan kegiatan ini,negatif
2512,HIMA kurang responsif,negatif
2513,ORMAWA tidak maksimal,negatif
2514,Program kerja BEM kurang bagus,negatif
2515,Panitia kurang profesional,negatif
2516,Kegiatan tidak sesuai harapan,negatif
2517,HIMA kurang responsif,negatif
2518,Panitia kurang profesional,negatif
2519,Kegiatan BEM kurang terorganisir,negatif
2520,Acara kampus berantakan,negatif
2521,HIMA kurang responsif,negatif
2522,Kegiatan tidak sesuai harapan,negatif
2523,Panitia kurang profesional,negatif
2524,HIMA kurang responsif,negatif
2525,Program kerja BEM kurang bagus,negatif
2526,Program kerja BEM kurang bagus,negatif
2527,Acara kampus berantakan,negatif
2528,Program kerja BEM kurang bagus,negatif
2529,Saya kecewa dengan kegiatan ini,negatif
2530,Panitia kurang profesional,negatif
2531,UKM kampus tidak aktif,negatif
2532,Kegiatan BEM kurang terorganisir,negatif
2533,Acara ORMAWA membosankan,negatif
2534,Acara kampus berantakan,negatif
2535,HIMA kurang responsif,negatif
2536,Kegiatan BEM kurang terorganisir,negatif
2537,UKM kampus tidak aktif,negatif
2538,ORMAWA tidak maksimal,negatif
2539,Acara kampus berantakan,negatif
2540,Program kerja BEM kurang bagus,negatif
2541,Kegiatan BEM kurang terorganisir,negatif
2542,ORMAWA tidak maksimal,negatif
2543,HIMA kurang responsif,negatif
2544,Program kerja BEM kurang bagus,negatif
2545,Saya kecewa dengan kegiatan ini,negatif
2546,Panitia kurang profesional,negatif
2547,Kegiatan tidak sesuai harapan,negatif
2548,Kegiatan tidak sesuai harapan,negatif
2549,HIMA kurang responsif,negatif
2550,Kegiatan tidak sesuai harapan,negatif
2551,Acara kampus berantakan,negatif
2552,Acara ORMAWA membosankan,negatif
2553,Panitia kurang profesional,negatif
2554,Kegiatan tidak sesuai harapan,negatif
2555,ORMAWA tidak maksimal,negatif
2556,Acara ORMAWA membosankan,negatif
2557,UKM kampus tidak aktif,negatif
2558,Saya kecewa dengan kegiatan ini,negatif
2559,Kegiatan BEM kurang terorganisir,negatif
2560,ORMAWA tidak maksimal,negatif
2561,UKM kampus tidak aktif,negatif
2562,Acara kampus berantakan,negatif
2563,Acara kampus berantakan,negatif
2564,Kegiatan BEM kurang terorganisir,negatif
2565,Acara ORMAWA membosankan,negatif
2566,Program kerja BEM kurang bagus,negatif
2567,Kegiatan tidak sesuai harapan,negatif
2568,Kegiatan tidak sesuai harapan,negatif
2569,Acara ORMAWA membosankan,negatif
2570,UKM kampus tidak aktif,negatif
2571,Program kerja BEM kurang bagus,negatif
2572,Saya kecewa dengan kegiatan ini,negatif
2573,Kegiatan tidak sesuai harapan,negatif
2574,Acara ORMAWA membosankan,negatif
2575,UKM kampus tidak aktif,negatif
2576,Kegiatan tidak sesuai harapan,negatif
2577,ORMAWA tidak maksimal,negatif
2578,Kegiatan BEM kurang terorganisir,negatif
2579,UKM kampus tidak aktif,negatif
2580,HIMA kurang responsif,negatif
2581,HIMA kurang responsif,negatif
2582,Program kerja BEM kurang bagus,negatif
2583,Panitia kurang profesional,negatif
2584,UKM kampus tidak aktif,negatif
2585,Program kerja BEM kurang bagus,negatif
2586,Acara ORMAWA membosankan,negatif
2587,Acara kampus berantakan,negatif
2588,Acara kampus berantakan,negatif
2589,Program kerja BEM kurang bagus,negatif
2590,HIMA kurang responsif,negatif
2591,Kegiatan BEM kurang terorganisir,negatif
2592,Acara ORMAWA membosankan,negatif
2593,Acara kampus berantakan,negatif
2594,UKM kampus tidak aktif,negatif
2595,Acara kampus berantakan,negatif
2596,Acara kampus berantakan,negatif
2597,Panitia kurang profesional,negatif
2598,Saya kecewa dengan kegiatan ini,negatif
2599,Acara ORMAWA membosankan,negatif
2600,Acara kampus berantakan,negatif
2601,Kegiatan tidak sesuai harapan,negatif
2602,HIMA kurang responsif,negatif
2603,Program kerja BEM kurang bagus,negatif
2604,HIMA kurang responsif,negatif
2605,Panitia kurang profesional,negatif
2606,Kegiatan BEM kurang terorganisir,negatif
2607,UKM kampus tidak aktif,negatif
2608,Panitia kurang profesional,negatif
2609,Acara ORMAWA membosankan,negatif
2610,UKM kampus tidak aktif,negatif
2611,Program kerja BEM kurang bagus,negatif
2612,UKM kampus tidak aktif,negatif
2613,Program kerja BEM kurang bagus,negatif
2614,Panitia kurang profesional,negatif
2615,Panitia kurang profesional,negatif
2616,Panitia kurang profesional,negatif
2617,Saya kecewa dengan kegiatan ini,negatif
2618,Saya kecewa dengan kegiatan ini,negatif
2619,Acara ORMAWA membosankan,negatif
2620,Acara ORMAWA membosankan,negatif
2621,Acara kampus berantakan,negatif
2622,Kegiatan BEM kurang terorganisir,negatif
2623,UKM kampus tidak aktif,negatif
2624,UKM kampus tidak aktif,negatif
2625,Acara ORMAWA membosankan,negatif
2626,UKM kampus tidak aktif,negatif
2627,Panitia kurang profesional,negatif
2628,Acara kampus berantakan,negatif
2629,Kegiatan tidak sesuai harapan,negatif
2630,HIMA kurang responsif,negatif
2631,UKM kampus tidak aktif,negatif
2632,Saya kecewa dengan kegiatan ini,negatif
2633,Acara ORMAWA membosankan,negatif
2634,Saya kecewa dengan kegiatan ini,negatif
2635,HIMA kurang responsif,negatif
2636,HIMA kurang responsif,negatif
